semVetorizacao,comVetorizacaoCompilador,comVetorizacaoProgramador
3.071371827,0.001703616,0.006194783
3.086012535,0.001876712,0.003267244
3.066365197,0.001666195,0.003275400
3.083345884,0.002079098,0.006265360
3.076254198,0.001561162,0.003407487
3.086721908,0.001814857,0.006235915
3.137937281,0.001705785,0.003359132
3.075123578,0.002215630,0.003373285
3.081899078,0.001904354,0.003202259
3.258685771,0.001696352,0.003296298
